Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio,Vol- 50 Day Avg. (1000s)
FTC,156.56,101,0.10,-18,,62,B,,,,C+,,24
FTCA,7.28,101,0.14,-10,,43,C+,,,,C+,,154
FTCB,21.00,101,0.29,6,,43,B,,,,C+,,708
FTCE,23.82,101,0.17,-8,,59,C,,,,C+,,17
FTCS,93.06,101,0.37,24,,53,C+,,,,C+,,535
FTDS,60.33,101,0.27,67,,75,B-,,,,C+,,1
FTEC,212.53,101,0.86,-24,,67,B-,,,,C+,,499
FTGC,28.88,101,1.37,-13,,88,B+,,,,C+,,716
FTGS,34.37,101,0.26,-36,,56,C+,,,,C+,,156
FTHB,25.02,101,0.20,-98,,50,,,,,C+,,10
FTHF,37.21,101,-2.16,0.0,,88,B-,,,,C+,,19
FTHI,23.12,101,0.17,-36,,53,C+,,,E,C+,,653
FTIF,27.13,101,0.33,80,,86,B-,,,,C+,,4
FTKI,19.60,101,0.46,-99,,62,D+,,,,C+,,26
FTLS,70.54,101,-0.10,-3,,59,D+,,,,C+,,106
FTMA,8.98,101,0.22,66,,50,C,,,,C+,,101
FTMH,11.58,101,0.17,4,,50,C+,,,,C+,,145
FTMN,8.76,101,-0.11,-20,,50,E,,,,C+,,63
FTMS,9.90,101,0.10,46,,50,C+,,,,C+,,73
FTMU,7.78,101,0.05,58,,43,C+,,,,C+,,110
FTNJ,8.71,101,0.00,199,,43,D+,,,,C+,,110
FTNY,7.85,101,0.51,-34,,43,C+,,,,C+,,185
FTOH,8.33,101,0.00,249,,43,C-,,,,C+,,31
FTPA,8.60,101,0.12,89,,50,D+,,,,C+,,50
FTQI,20.19,101,0.35,-30,,53,D+,,,,C+,,254
FTRB,25.18,101,0.24,-6,,50,B,,,,C+,,90
FTRI,18.06,101,0.39,-72,,85,B-,,,,C+,,53
FTSD,90.48,101,-0.03,-61,,50,C+,,,,C+,,31
FTSL,44.82,101,-0.07,-50,,38,B+,,,E,C+,,417
FTSM,59.81,101,0.05,-22,,50,B,,,,C+,,"1,031"
FTWO,45.93,101,-0.46,-50,,86,A-,,,,C+,,21
FTXG,22.20,101,0.59,-93,,53,B-,,,,C+,,26
FTXH,34.20,101,-1.13,-87,,81,B,,,,C+,,7
FTXL,153.17,101,0.63,-60,,93,D,,,,C+,,206
FTXN,37.63,101,0.83,-6,,90,C+,,,,C+,,69
FTXO,36.64,101,0.22,-85,,68,E,,,,C+,,"1,498"
FTXR,38.15,101,-1.19,-81,,77,E,,,,C+,,745
FUMB,20.07,101,0.05,-31,,50,D,,,,C+,,83
FUSI,50.40,101,0.08,7,,50,B,,,,C+,,1
FUTG,9.48,101,0.11,-17,,11,C,,,,C+,,81
FUTY,59.75,101,0.66,34,,74,D+,,,,C+,,298
FV,60.99,101,0.07,-55,,56,B-,,,E,C+,,130
FVAL,69.88,101,0.11,17,,65,C,,,,C+,,56
FVC,35.17,101,0.06,-77,,38,D,,,,C+,,7
FVD,47.35,101,0.47,-44,,62,D-,,,,C+,,"1,029"
FWD,110.53,101,-0.30,3,,85,C+,,,,C+,,230
FXA,68.40,101,-0.22,-76,,65,C,,,,C+,,34
FXB,127.05,101,-0.57,-18,,38,B-,,,,C+,,19
FXC,70.17,101,-0.24,-78,,43,D+,,,,C+,,75
FXD,64.22,101,-0.37,-46,,43,B-,,,,C+,,21
FXE,106.38,101,-0.40,-10,,43,E,,,,C+,,232
FXED,17.33,101,0.58,37,,34,D+,,,,C+,,6
FXF,110.48,101,-0.56,-69,,53,D,,,,C+,,156
FXG,64.29,101,0.72,79,,56,B-,,,,C+,,32
FXH,110.39,101,-0.22,-72,,53,C+,,,,C+,,26
FXI,35.56,101,0.00,-39,,30,D-,,,B,C+,,"35,634"
FXL,163.28,101,0.82,263,,62,B-,,,,C+,,16
FXN,22.02,101,1.10,-12,,91,B-,,,,C+,,"1,624"
FXO,56.52,101,0.43,-92,,43,B,,,,C+,,556
FXP,20.89,101,0.82,-66,,70,B,,,,C+,,11
FXR,81.98,101,-0.64,30,,70,B,,,,C+,,67
FXU,50.33,101,0.96,-68,,80,B-,,,,C+,,889
FXY,57.54,101,-0.45,-41,,30,C,,,D,C+,,219
FXZ,76.99,101,-0.59,-71,,88,B-,,,,C+,,58
FYC,98.87,101,0.77,-42,,82,B-,,,,C+,,79
FYEE,27.30,101,0.15,-44,,53,E,,,,C+,,56
FYLD,37.30,101,0.21,-29,,86,C,,,,C+,,73
FYT,62.12,101,0.62,-33,,81,C-,,,,C+,,17
FYX,120.78,101,0.64,27,,82,D-,,,,C+,,29
GAA,33.77,101,0.06,-8,,70,B-,,,,C+,,6
GABF,41.81,101,0.17,67,,27,B+,,,,C+,,6
GAEM,26.04,101,0.31,770,,50,C+,,,,C+,,13
GAL,49.74,101,-0.06,-46,,62,D-,,,,C+,,15
GAMR,75.55,101,-0.13,-64,,27,C+,,,,C+,,1
GAPR,40.52,101,0.05,-87,,62,D,,,,C+,,24
GARP,64.90,101,0.15,24,,67,C,,,,C+,,216
GARY,21.35,101,0.01,-50,,65,D+,,,,C+,,2
GAUG,38.90,101,0.05,-73,,59,D-,,,,C+,,15
GAVA,20.96,101,-5.03,483,,27,,,,,C+,,2
GBF,104.00,101,0.17,147,,43,B-,,,,C+,,7
GBHI,25.10,101,0.12,-50,,43,C+,,,,C+,,0
GBIL,99.94,101,0.03,-2,,50,E,,,D,C+,,958
GBND,50.54,101,0.18,87,,50,C+,,,,C+,,23
GBUG,46.72,101,-2.26,-47,,93,D+,,,,C+,,145
GCAD,50.88,101,-0.47,-22,,84,D-,,,,C+,,4
GCAL,50.64,101,0.14,-89,,50,E,,,,C+,,16
GCC,23.99,101,0.54,-30,,82,B-,,,,C+,,85
GCOR,41.26,101,0.19,-38,,50,C+,,,,C+,,74
GCOW,46.28,101,0.37,-46,,82,B-,,,,C+,,369
GDE,63.13,101,-1.24,42,,85,D,,,,C+,,127
GDEC,37.31,101,0.21,-84,,62,D,,,,C+,,58
GDIV,16.87,101,0.06,-89,,68,C,,,,C+,,19
GDMA,40.74,101,0.47,-52,,77,B-,,,,C+,,16
GDMN,103.00,101,-3.40,3,,94,C+,,,,C+,,86
GDOG,10.60,101,-2.75,-41,,11,B-,,,,C+,,29
GDT,39.60,101,-1.57,-98,,35,D+,,,,C+,,5
GDX,94.59,101,-1.48,-30,,92,B-,,,D,C+,,"32,303"
GDXD,37.37,101,4.88,42,,1,C-,,,,C+,,"1,470"
GDXJ,122.19,101,-2.44,-29,,92,D,,,,C+,,"6,796"
GDXU,218.02,101,-4.72,52,,97,C+,,,,C+,,"1,214"
GDXW,55.66,101,-1.89,-26,,59,E,,,,C+,,94
GDXY,14.15,101,-1.74,-33,,29,D+,,,,C+,,"1,046"
GEM,43.13,101,-1.12,-38,,77,E,,,E,C+,,170
GEMD,41.42,101,0.29,-16,,50,C-,,,,C+,,7
GEME,34.47,101,-1.71,-66,,81,C+,,,,C+,,106
GEMG,0.54,101,-1.82,89,,1,E,,,,C+,,130
GEND,12.33,101,0.08,-92,,75,A-,,,,C+,,17
GENM,10.27,101,0.10,-43,,50,D+,,,,C+,,16
GENT,10.30,101,0.29,7,,43,C-,,,,C+,,37
GEVG,23.56,101,0.38,3,,95,B+,,,,C+,,36
GEVX,54.63,101,-0.29,-55,,97,B-,,,,C+,,110
GFEB,41.40,101,0.24,-82,,62,D-,,,,C+,,47
GFLW,26.78,101,0.30,-44,,56,B,,,C,C+,,197
GGLL,82.45,101,-1.20,-53,,95,C-,,,,C+,,"1,494"
GGLS,7.08,101,0.57,0,,17,B-,,,,C+,,"16,748"
GGME,51.58,101,0.62,-86,,24,C,,,,C+,,7
GGTL,31.13,101,-0.22,-95,,62,C-,,,,C+,,2
GGUS,58.42,101,-0.09,-56,,43,D-,,,,C+,,24
GHYB,44.48,101,0.09,-87,,43,E,,,,C+,,23
GHYG,44.98,101,-0.22,855,,38,E,,,,C+,,43
GIAX,14.30,101,0.14,-69,,21,E,,,,C+,,83
GIF,22.98,101,-0.65,-4,,29,,,,,C+,,4
GIGB,45.82,101,0.33,-55,,43,C-,,,D,C+,,70
GIGL,50.33,101,0.32,71,,43,C+,,,,C+,,13
GII,76.98,101,0.89,-72,,79,B+,,,,C+,,56
GIND,22.17,101,-0.02,-54,,21,C+,,,,C+,,31
GINN,68.94,101,0.04,-85,,50,C,,,,C+,,4
GINX,32.89,101,-0.18,-65,,77,C+,,,,C+,,20
GJAN,42.09,101,-0.02,85,,59,E,,,,C+,,98
GJUL,41.01,101,0.17,-50,,62,C-,,,,C+,,18
GJUN,39.57,101,0.15,-89,,62,D-,,,,C+,,37
GK,23.95,101,0.17,-85,,53,B,,,,C+,,1
GKAT,41.07,101,0.12,-79,,59,B+,,,,C+,,14
GLCR,25.29,101,-0.67,-79,,38,D-,,,,C+,,1
GLD,429.41,101,-1.92,-45,,86,D,,,D,C+,,"19,654"
GLDB,23.30,101,-2.18,-94,,30,B+,,,,C+,,26
GLDI,166.21,101,-1.83,-53,,43,E,,,,C+,,16
GLDM,92.48,101,-1.93,-55,,87,E,,,,C+,,"12,842"
GLDN,18.64,101,-1.17,64,,27,,,,,C+,,7
GLDW,53.33,101,-2.31,-67,,56,D-,,,,C+,,35
GLDY,15.41,101,-1.97,-59,,24,D-,,,,C+,,62
GLGG,3.97,101,3.39,-21,,2,B,,,,C+,,77
GLIN,40.83,101,-0.83,-94,,26,B-,,,,C+,,165
GLIX,27.22,101,1.04,-2,,70,C,,,,C+,,5
GLL,20.21,101,3.69,-65,,9,B,,,,C+,,"11,349"
GLNK,7.65,101,-4.61,-46,,11,D-,,,,C+,,235
GLOF,52.57,101,-0.28,-67,,68,D-,,,,C+,,16
GLOW,30.41,101,-0.10,-2,,65,A-,,,,C+,,12
GLRY,37.51,101,0.32,-46,,75,B,,,,C+,,22
GLTR,216.12,101,-2.17,-52,,89,D-,,,,C+,,169
GLWG,18.73,101,7.03,-42,,83,,,,,C+,,366
GLXU,4.60,101,2.00,38,,2,C-,,,,C+,,176
GMAR,41.93,101,0.10,-36,,67,B-,,,,C+,,70
GMAY,41.32,101,0.07,-37,,65,C-,,,,C+,,13
GMEU,10.46,101,3.98,-84,,19,B+,,,,C+,,560
GMEY,32.72,101,0.86,48,,16,C,,,,C+,,11
GMF,135.74,101,-0.68,-50,,62,B-,,,,C+,,11
GMMA,20.54,101,0.00,-75,,38,D,,,,C+,,0
GMMF,100.25,101,0.03,75,,50,D-,,,,C+,,17
GMNY,49.79,101,0.06,-78,,50,B+,,,,C+,,8
GMOC,50.05,101,0.02,35,,50,C+,,,,C+,,2
GMOD,26.06,101,-0.23,-41,,59,C+,,,,C+,,22
GMOI,36.58,101,-0.11,-63,,84,C+,,,,C+,,96
GMOM,35.98,101,-0.55,-79,,80,D+,,,,C+,,10
GMOV,28.10,101,0.07,1,,70,D+,,,,C+,,18
GMUB,50.99,101,0.12,58,,53,D+,,,,C+,,50
GMUN,50.19,101,0.14,-82,,50,A-,,,,C+,,2
GNMA,44.33,101,0.11,-55,,50,C-,,,E,C+,,29
GNOM,44.19,101,0.00,-55,,80,D-,,,,C+,,9
GNOV,39.18,101,0.01,-38,,65,C,,,,C+,,13
GNR,74.68,101,0.28,-50,,88,B-,,,D,C+,,495
GOAU,45.85,101,-1.23,13,,89,C-,,,,C+,,47
GOCT,38.83,101,0.05,-66,,62,D,,,,C+,,17
GOEX,86.10,101,-3.39,-59,,93,B,,,,C+,,59
GOLS,24.58,101,0.78,-99,,35,C+,,,,C+,,12
GOLY,28.87,101,-5.34,160,,25,D-,,,,C+,,91
GOOP,34.44,101,-0.95,-73,,50,B-,,,,C+,,17
GOOW,59.71,101,-1.01,-67,,50,E,,,,C+,,49
GOOX,58.89,101,-0.61,-9,,95,D,,,,C+,,103
GOOY,12.89,101,-0.62,-18,,56,E,,,,C+,,443
GOP,38.00,101,0.40,-43,,74,B,,,,C+,,7
GOU,20.84,101,-1.04,-10,,21,C+,,,,C+,,30
GOVI,27.33,101,0.37,-81,,43,D+,,,E,C+,,573
GOVT,22.88,101,0.22,-21,,43,B+,,,E,C+,,"12,285"
GOVZ,9.21,101,0.99,-18,,34,E,,,,C+,,"1,825"
GPIQ,49.68,101,0.18,-30,,50,E,,,D,C+,,"1,023"
GPIX,50.12,101,0.24,-5,,50,C,,,,C+,,761
GPRF,49.69,101,0.06,-97,,38,C-,,,,C+,,11
GPT,30.82,101,-0.48,-76,,75,B-,,,,C+,,2
GPTY,36.71,101,0.14,-44,,21,D,,,,C+,,29
GPZ,21.18,101,-1.07,14,,17,D-,,,,C+,,341
GQGU,26.76,101,0.75,112,,70,B,,,,C+,,191
GQI,54.88,101,0.13,31,,53,C,,,,C+,,17
GQQQ,29.19,101,0.03,145,,67,C+,,,,C+,,14
GQRE,60.69,101,0.46,212,,59,D-,,,,C+,,14
GRAG,6.72,101,-2.89,-56,,5,E,,,,C+,,7
GREK,65.28,101,-1.09,61,,72,D-,,,,C+,,153
GRID,165.90,101,-0.55,-41,,83,B-,,,,C+,,639
GRIN,28.18,101,-0.98,-93,,59,D-,,,C,C+,,59
GRN,28.13,101,-4.06,-22,,34,C-,,,,C+,,0
GRNB,23.91,101,0.17,-42,,43,E,,,,C+,,31
GRNI,19.05,101,-0.47,-11,,32,C+,,,,C+,,65
GRNJ,25.39,101,0.59,-64,,56,C+,,,,C+,,305
GRNY,24.01,101,-0.08,-38,,67,D+,,,,C+,,"2,988"
GROZ,27.84,101,-0.36,-9,,59,B-,,,,C+,,21
GRPM,119.13,101,0.18,-19,,62,B-,,,,C+,,23
GRPZ,27.54,101,0.15,100,,70,B-,,,,C+,,0
GRW,27.68,101,-0.32,-87,,21,C+,,,,C+,,26
GSC,55.42,101,0.18,-39,,70,B-,,,,C+,,8
GSEE,58.20,101,-1.24,-77,,75,C-,,,D,C+,,7
GSEP,38.26,101,0.10,-57,,59,C-,,,,C+,,44
GSEU,45.75,101,-0.28,4,,67,C,,,,C+,,13
GSEW,85.32,101,0.40,-2,,62,C,,,,C+,,103
GSG,33.45,101,4.83,-59,,93,B,,,,C+,,"1,490"
GSGO,37.04,101,0.03,1,,29,C+,,,,C+,,9
GSIB,51.59,101,-0.39,-63,,78,B-,,,,C+,,13
GSID,70.45,101,-0.86,-87,,70,B-,,,D,C+,,55
GSIE,43.57,101,-0.55,-49,,70,B-,,,D,C+,,556
GSIG,47.34,101,0.15,-93,,43,E,,,,C+,,1
GSJY,49.19,101,-1.44,12,,79,D+,,,,C+,,8
GSKH,80.40,101,1.69,350,,89,C+,,,,C+,,0
GSLC,126.27,101,0.13,350,,56,D-,,,D,C+,,344
GSOL,5.87,101,-5.93,14,,6,C,,,,C+,,"1,328"
GSPY,35.69,101,0.08,40,,59,B-,,,,C+,,2
GSSC,75.39,101,0.23,-21,,67,D-,,,,C+,,62
GSST,50.42,101,0.10,-24,,50,D-,,,,C+,,229
GSUI,12.44,101,-3.86,-85,,29,,,,,C+,,46
GSUS,90.36,101,0.10,-3,,59,B,,,D,C+,,137
GSWO,56.83,101,-0.02,38,,56,B+,,,,C+,,96
GSY,50.16,101,0.06,-46,,50,D,,,,C+,,902
GTEK,41.65,101,-0.38,17,,80,D+,,,,C+,,13
GTIP,49.44,101,0.39,-16,,50,C-,,,,C+,,24
GTO,46.99,101,0.23,-55,,43,B-,,,,C+,,270
GTOC,25.20,101,0.32,146,,50,C+,,,,C+,,22
GTOH,25.35,101,-0.02,120,,43,B-,,,,C+,,1
GTOP,36.90,101,0.35,-60,,29,C+,,,,C+,,16
GTOQ,22.13,101,0.14,-84,,38,C+,,,,C+,,26
GTOS,24.99,101,0.16,-19,,50,B,,,,C+,,11
GTPE,51.53,101,-0.14,-88,,56,C+,,,,C+,,6
GTR,25.14,101,0.00,-61,,56,E,,,,C+,,5
GUMI,50.34,101,0.06,-52,,50,D,,,,C+,,8
GUNR,55.43,101,0.51,-45,,88,C+,,,,C+,,658
GURU,59.96,101,0.69,-50,,65,C+,,,,C+,,1
GUSA,56.78,101,0.09,-62,,59,D+,,,,C+,,1
GUSE,39.38,101,-0.05,-55,,43,C+,,,,C+,,10
GUSH,42.16,101,3.28,14,,97,B-,,,,C+,,"1,805"
GVAL,33.57,101,0.03,-81,,82,D-,,,D,C+,,273
GVI,106.49,101,0.13,-53,,50,B,,,D,C+,,211
GVIP,148.50,101,0.47,-13,,65,C,,,,C+,,13
GVLE,40.10,101,-0.15,-46,,50,C+,,,,C+,,4
GVLU,25.40,101,0.20,-27,,62,B-,,,,C+,,5
GVUS,55.34,101,0.27,-48,,68,B-,,,,C+,,5
GWX,42.59,101,-1.11,8,,77,B+,,,,C+,,74
GXC,92.21,101,-0.56,30,,38,D,,,,C+,,25
GXDW,22.79,101,0.44,-47,,29,C-,,,,C+,,3
GXIG,24.98,101,0.28,-74,,38,B-,,,,C+,,9
GXPC,27.91,101,-0.46,-41,,56,E,,,,C+,,159
GXPD,23.83,101,-1.33,-89,,28,E,,,,C+,,145
GXPE,34.97,101,0.43,-21,,90,C+,,,,C+,,1
GXPS,26.36,101,0.61,-64,,68,E,,,,C+,,28
GXPT,25.26,101,0.76,-84,,34,E,,,,C+,,465
GXRP,25.36,101,-3.06,-71,,10,C-,,,,C+,,129
GXUS,57.07,101,-0.78,-14,,72,E,,,,C+,,0
GYLD,13.98,101,0.79,-46,,67,B+,,,,C+,,11
HACK,77.17,101,1.31,-68,,34,E,,,,C+,,122
HAIL,33.23,101,0.82,-83,,67,B-,,,,C+,,2
HAKY,23.59,101,1.16,-44,,30,C+,,,,C+,,4
HAP,72.63,101,0.29,-22,,88,A-,,,,C+,,37
HAPI,39.96,101,0.28,-89,,62,D-,,,,C+,,5
HARD,35.99,101,4.47,-23,,85,C,,,,C+,,47
HAUS,17.49,101,1.51,-21,,34,D-,,,,C+,,3
HAUZ,22.81,101,-0.31,-20,,53,D,,,,C+,,109
HAWX,41.19,101,-0.56,-44,,77,B-,,,,C+,,27
HBDC,24.48,101,0.20,-95,,38,C+,,,,C+,,44
HBR,11.96,101,-1.97,-37,,8,C+,,,,C+,,51
HBTA,27.20,101,-0.26,314,,62,C,,,,C+,,15
HCMT,35.24,101,0.06,115,,53,D-,,,,C+,,74
HCOW,23.07,101,-0.17,-76,,35,D+,,,,C+,,4
HCRB,35.15,101,0.20,-30,,43,D-,,,D,C+,,19
HDEF,32.58,101,0.37,-50,,74,C+,,,,C+,,224
HDG,51.58,101,-0.25,-38,,56,E,,,,C+,,2
HDGE,17.83,101,-0.50,283,,68,B-,,,,C+,,214
HDLB,17.23,101,1.71,-93,,72,C-,,,,C+,,2
HDMV,37.12,101,0.24,-91,,68,B,,,,C+,,1
HDUS,63.63,101,0.16,-21,,62,C+,,,,C+,,7
HDV,133.99,101,0.01,38,,75,D+,,,E,C+,,834
HEAL,23.73,101,-0.75,-82,,17,E,,,,C+,,15
HECA,28.65,101,0.03,-59,,70,E,,,,C+,,369
HEDG,29.09,101,0.14,-68,,50,E,,,,C+,,54
HEDJ,52.68,101,-0.27,100,,65,D-,,,,C+,,50
HEEM,36.58,101,-0.97,-76,,79,C+,,,,C+,,34
HEFA,43.10,101,-0.02,7,,75,B,,,E,C+,,924
HEFT,26.74,101,0.49,-47,,67,D+,,,,C+,,108
HEGD,24.80,101,0.08,-34,,59,B+,,,,C+,,131
HELO,64.13,101,0.02,1,,53,D,,,,C+,,312
HELS,23.76,101,0.89,-93,,32,C+,,,,C+,,74
HELX,33.43,101,0.24,500,,68,B,,,,C+,,0
HEQQ,56.40,101,0.07,3,,59,D,,,,C+,,3
HEQT,31.31,101,-0.22,-16,,56,D,,,,C+,,102
HERD,45.93,101,0.04,46,,77,B,,,,C+,,11
HERO,25.76,101,-1.64,-64,,22,C,,,,C+,,29
HEWJ,57.27,101,-0.95,-89,,85,C+,,,,C+,,271
HEZU,44.16,101,-0.25,-65,,67,B,,,,C+,,62
HF,21.13,101,-0.01,86,,56,D+,,,,C+,,0
HFEQ,21.24,101,-0.47,-72,,56,C,,,,C+,,14
HFGM,32.25,101,-0.83,-49,,80,D,,,,C+,,52
HFGO,24.85,101,0.32,-34,,43,C-,,,D,C+,,28
HFMF,23.19,101,-0.43,-57,,78,B-,,,,C+,,17
HFND,23.26,101,-0.30,-61,,62,C-,,,,C+,,10
HFSI,34.87,101,0.26,-52,,43,C-,,,D,C+,,212
HFXI,33.99,101,-0.70,-56,,77,B,,,D,C+,,318
HGER,31.27,101,0.61,216,,87,A,,,,C+,,"1,096"
HGLB,8.10,101,-0.49,-44,,27,C+,,,,C+,,65
HGRO,28.10,101,0.54,-44,,62,C+,,,,C+,,69
HIBL,61.00,101,-1.04,43,,92,C+,,,,C+,,90
HIBS,46.35,101,1.36,-93,,12,C+,,,,C+,,"2,824"
HIDE,24.19,101,0.79,70,,67,B-,,,,C+,,33
HIDV,78.49,101,0.22,-92,,59,D,,,,C+,,10
HIGH,21.37,101,0.09,-94,,30,D-,,,,C+,,85
HIMU,48.28,101,0.33,66,,43,A+,,,,C+,,771
HIMZ,19.43,101,-7.12,-97,,1,B,,,,C+,,"29,573"
HIPS,11.61,101,0.87,-86,,35,C+,,,,C+,,41
HISF,44.45,101,0.25,-54,,43,B-,,,,C+,,7
HIYY,13.06,101,-3.12,-75,,3,C,,,,C+,,93
HLAL,59.89,101,-0.02,-36,,67,B-,,,,C+,,72
HLXX,28.44,101,0.39,-94,,68,,,,,C+,,8
HMOP,38.88,101,0.08,15,,50,E,,,,C+,,69
HMYY,7.45,101,-1.59,-91,,3,C+,,,,C+,,7
HNDL,21.98,101,0.27,-48,,53,B,,,,C+,,69
HODL,18.95,101,-1.71,-45,,13,C-,,,,C+,,"2,621"
HODU,6.95,101,-3.61,49,,2,C+,,,,C+,,77
HOII,10.42,101,-1.42,-34,,6,D-,,,,C+,,4
HOLA,52.92,101,0.11,-62,,59,D-,,,,C+,,26
HOLD,30.71,101,0.29,-27,,50,B-,,,,C+,,1
HOMZ,42.31,101,0.02,-56,,30,D-,,,,C+,,2
HOOG,16.95,101,-3.42,-15,,6,C,,,,C+,,500
HOOW,22.17,101,-2.38,-38,,4,D-,,,,C+,,248
HOOX,19.10,101,-3.19,-70,,6,D+,,,,C+,,116
HOOY,27.66,101,-0.93,-20,,8,E,,,,C+,,131
HOOZ,40.97,101,2.86,-52,,96,B,,,,C+,,258
HOYY,6.68,101,-0.74,-44,,3,C+,,,,C+,,57
HQGO,57.08,101,-0.07,110,,56,B+,,,D,C+,,1
HRTS,33.68,101,-0.85,-80,,67,D+,,,,C+,,7
HSBH,96.42,101,-0.64,114,,88,D-,,,,C+,,10
HSCZ,40.17,101,-0.50,-78,,75,C,,,,C+,,26
HSMV,36.53,101,0.50,318,,56,C,,,,C+,,1
HTAB,19.11,101,0.21,14,,50,C,,,,C+,,59
HTAX,24.35,101,-0.12,-83,,50,C+,,,,C+,,10
HTEC,33.26,101,-0.27,-70,,68,C+,,,,C+,,7
HTRB,33.85,101,0.18,-47,,43,C+,,,D,C+,,397
HTUS,38.33,101,-0.01,-85,,65,C+,,,,C+,,22
HUMN,28.72,101,-1.48,-66,,62,D-,,,,C+,,46
HUSV,38.73,101,0.73,-92,,38,C+,,,,C+,,16
HUTG,6.92,101,3.13,41,,5,D,,,,C+,,41
HVAC,34.88,101,-0.37,-78,,86,B,,,,C+,,8
HYBB,46.44,101,0.11,-71,,43,B+,,,,C+,,88
HYBI,49.52,101,0.08,-18,,38,C,,,,C+,,21
HYBL,27.76,101,0.18,-23,,38,D+,,,,C+,,192
HYBX,29.53,101,-0.10,56,,38,E,,,,C+,,2
HYD,50.58,101,0.40,22,,43,D+,,,,C+,,814
HYDB,46.47,101,0.26,134,,38,D-,,,D,C+,,280
HYDR,36.77,101,0.82,29,,91,D+,,,,C+,,23
HYDW,46.53,101,0.06,-40,,43,D-,,,,C+,,9
HYEM,19.61,101,-0.10,-6,,43,B-,,,,C+,,249
HYFI,37.03,101,-0.03,353,,43,D-,,,,C+,,40
HYG,79.56,101,0.24,-5,,43,C-,,,D,C+,,"56,494"
HYGH,85.46,101,0.12,-6,,50,D-,,,,C+,,75
HYGV,40.00,101,0.20,-33,,38,D-,,,,C+,,154
HYGW,29.09,101,0.03,-10,,34,C-,,,,C+,,52
HYHG,63.84,101,0.02,-44,,43,B+,,,,C+,,10
HYIN,14.41,101,0.56,-32,,22,E,,,,C+,,32
HYLB,36.33,101,0.25,171,,43,B-,,,D,C+,,"2,032"
HYLS,40.74,101,0.25,-31,,38,D,,,,C+,,275
HYMB,24.90,101,0.16,31,,50,B-,,,,C+,,"1,136"
HYP,25.25,101,1.86,-89,,62,C-,,,,C+,,24
HYRM,23.03,101,0.17,-62,,38,E,,,,C+,,4
HYS,93.10,101,0.26,-44,,43,C,,,,C+,,151
HYSA,14.83,101,0.07,108,,38,D-,,,,C+,,15
HYSD,20.08,101,0.05,36,,43,C+,,,E,C+,,1
HYTI,19.18,101,-0.31,-27,,35,D,,,,C+,,38
HYTR,21.32,101,0.05,32,,38,D,,,,C+,,66
HYUP,41.40,101,-0.01,-83,,43,E,,,,C+,,16
HYXF,46.31,101,0.22,-62,,43,B-,,,,C+,,21
HYZD,22.32,101,0.31,-64,,50,C,,,,C+,,68
IAGG,49.83,101,-0.06,-2,,43,E,,,E,C+,,"1,357"
IAI,166.15,101,0.79,-43,,50,D+,,,,C+,,165
IAK,128.46,101,0.67,-63,,32,B-,,,,C+,,81
IALT,27.44,101,0.07,-5,,72,B+,,,,C+,,67
IAPR,31.86,101,-0.41,22,,70,B,,,,C+,,61
IAT,54.74,101,0.50,56,,70,C,,,,C+,,377
IAU,87.94,101,-1.94,-66,,87,E,,,C,C+,,"18,221"
IAUG,28.76,101,-0.28,-83,,65,B-,,,,C+,,10
IAUI,56.84,101,-1.76,-9,,70,D-,,,,C+,,205
IAUM,46.57,101,-1.96,-48,,87,D+,,,,C+,,"9,267"
IBAT,34.28,101,-0.44,-74,,90,B+,,,,C+,,19
IBB,169.43,101,-0.41,-15,,81,C+,,,B,C+,,"1,814"
IBBQ,29.08,101,-0.45,192,,83,B-,,,,C+,,28
IBCA,25.64,101,0.35,-66,,50,C,,,,C+,,123
IBCB,25.16,101,0.36,-1,,1,,,,,C+,,18
IBD,23.93,101,0.25,-44,,43,B-,,,,C+,,108
IBDR,24.17,101,0.04,17,,50,D-,,,,C+,,791
IBDS,24.16,101,0.04,146,,50,C-,,,,C+,,631
IBDT,25.26,101,0.04,31,,43,A-,,,,C+,,699
IBDU,23.20,101,0.09,56,,50,B,,,,C+,,789
IBDV,21.84,101,0.14,15,,43,C-,,,,C+,,812
IBDW,20.89,101,0.14,-19,,43,B,,,,C+,,601
IBDX,25.24,101,0.20,-56,,43,D+,,,,C+,,335
IBDY,25.83,101,0.27,-46,,43,B-,,,,C+,,216
IBDZ,26.08,101,0.31,-65,,43,E,,,,C+,,274
IBFR,48.86,101,0.60,-62,,34,,,,,C+,,3
IBGA,24.50,101,0.45,-62,,38,D-,,,,C+,,8
IBGB,24.46,101,0.49,-20,,38,D,,,,C+,,2
IBGK,23.45,101,0.56,820,,38,A-,,,,C+,,0
IBGL,24.13,101,0.54,-31,,38,D-,,,,C+,,3
IBGM,25.09,101,0.56,-63,,1,,,,,C+,,1
IBHF,22.86,101,0.13,-43,,43,D-,,,,C+,,253
IBHG,22.03,101,0.18,-38,,43,D+,,,,C+,,100
IBHH,23.39,101,0.09,-35,,43,D-,,,,C+,,97
IBHI,23.23,101,0.22,-5,,43,D-,,,,C+,,99
IBHJ,26.18,101,0.11,52,,43,B-,,,,C+,,34
IBHK,25.45,101,0.28,27,,43,C+,,,,C+,,12
