Symbol,Price,Industry Group Rank,Price % Change,Vol. % Change,Comp. Rating,RS Rating,Acc/Dis Rating,EPS Rating,SMR Rating,Spon Rating,Ind Grp RS,PE Ratio,Vol- 50 Day Avg. (1000s)
EMEQ,44.88,101,-2.20,-73,,89,B-,,,,C+,,202
EMET,40.77,101,-1.00,-56,,92,E,,,,C+,,19
EMGF,60.35,101,-1.28,-64,,77,D,,,,C+,,177
EMHC,24.79,101,0.12,-13,,50,C+,,,,C+,,32
EMHY,39.37,101,0.18,-34,,50,D-,,,,C+,,152
EMIF,28.50,101,0.78,-73,,80,B-,,,,C+,,6
EMKT,25.89,101,-1.07,-13,,56,D,,,,C+,,26
EMLC,25.09,101,-0.08,-43,,43,B,,,E,C+,,"5,616"
EMLP,43.80,101,0.69,-39,,81,D,,,,C+,,279
EMM,35.48,101,-0.98,-89,,81,D+,,,,C+,,32
EMMF,32.85,101,-1.02,-5,,74,C+,,,,C+,,21
EMNT,98.71,101,0.02,-52,,50,A,,,,C+,,9
EMOP,43.85,101,-1.66,-13,,79,C+,,,,C+,,217
EMOT,23.41,101,0.13,-88,,56,B-,,,,C+,,0
EMPB,29.38,101,-0.07,-90,,65,B-,,,,C+,,5
EMQQ,32.58,101,-1.06,-40,,17,C,,,,C+,,69
EMSF,31.19,101,-0.86,36,,78,C-,,,,C+,,5
EMTL,42.51,101,0.16,-69,,38,E,,,,C+,,24
EMTY,11.86,101,0.17,128,,34,D,,,,C+,,5
EMXC,78.43,101,-1.38,-45,,83,D-,,,D,C+,,"4,450"
EMXF,47.79,101,-0.93,-50,,72,B,,,,C+,,9
ENDW,32.01,101,0.16,-12,,77,B,,,,C+,,10
ENFR,37.89,101,0.99,124,,83,B,,,,C+,,91
ENHU,24.36,101,0.08,-67,,35,E,,,,C+,,0
ENOR,36.86,101,0.99,207,,89,B,,,,C+,,60
ENPX,14.01,101,-18.26,-20,,13,D-,,,,C+,,41
ENZL,42.35,101,-0.45,-84,,30,C+,,,,C+,,49
EOCT,31.93,101,-0.68,-81,,68,C+,,,,C+,,10
EOSU,0.92,101,-1.08,-67,,1,C+,,,,C+,,"1,051"
EPHE,24.68,101,-0.68,-56,,35,C-,,,,C+,,185
EPI,40.78,101,0.02,-20,,25,D+,,,,C+,,"1,087"
EPIN,23.60,101,-0.55,0.0,,72,E,,,,C+,,0
EPOL,36.77,101,0.79,-31,,78,E,,,,C+,,614
EPP,53.56,101,-0.17,-28,,72,C+,,,,C+,,576
EPRF,16.70,101,0.30,-86,,30,D+,,,,C+,,16
EPS,68.63,101,0.13,-20,,62,D-,,,,C+,,60
EPU,81.56,101,-1.33,-58,,92,B-,,,,C+,,156
EPV,21.64,101,1.17,98,,23,C-,,,,C+,,42
EQAL,55.67,101,0.72,-71,,74,E,,,,C+,,80
EQIN,49.08,101,0.18,8,,67,C-,,,,C+,,20
EQL,47.75,101,0.17,-53,,68,B-,,,,C+,,99
EQLT,31.90,101,-0.93,-72,,78,D+,,,,C+,,2
EQRR,69.24,101,0.32,246,,78,B+,,,,C+,,7
EQTY,25.52,101,0.16,-41,,53,C,,,,C+,,32
EQWL,115.64,101,0.17,-45,,59,D-,,,,C+,,147
ERET,27.50,101,0.36,-73,,59,D-,,,,C+,,1
ERTH,47.42,101,-0.42,-3,,67,B,,,,C+,,3
ERX,96.34,101,0.99,-12,,96,B-,,,,C+,,592
ERY,10.93,101,-0.91,280,,6,C+,,,,C+,,"2,339"
ESG,153.07,101,0.18,-21,,59,D,,,,C+,,1
ESGD,96.61,101,-0.66,-20,,68,B+,,,,C+,,392
ESGE,45.33,101,-1.03,-25,,75,B,,,,C+,,"1,513"
ESGG,202.09,101,0.02,33,,67,E,,,,C+,,0
ESGU,142.70,101,0.18,-30,,59,B-,,,E,C+,,701
ESGV,113.39,101,0.09,-37,,53,C+,,,,C+,,268
ESIM,25.51,101,-0.51,-76,,56,C+,,,,C+,,21
ESK,12.64,101,-3.59,-70,,9,D+,,,,C+,,2
ESLG,23.68,101,0.42,85,,30,C+,,,,C+,,5
ESLV,26.33,101,0.27,-9,,62,C+,,,,C+,,5
ESML,47.57,101,0.34,-8,,75,B+,,,,C+,,191
ESMV,28.43,101,0.57,-80,,38,D-,,,,C+,,0
ESN,17.72,101,0.40,-80,,68,B+,,,,C+,,55
ESPO,90.28,101,-0.73,-40,,24,D,,,,C+,,31
ESSC,26.45,101,0.19,33,,62,C+,,,,C+,,6
ESUM,26.43,101,0.30,-20,,56,C+,,,,C+,,30
ETCO,11.21,101,-2.01,-50,,5,C-,,,,C+,,12
ETEC,26.75,101,-1.26,-50,,83,C,,,,C+,,1
ETFT,9.00,101,-0.11,-98,,26,C-,,,,C+,,5
ETH,19.58,101,-3.55,-58,,16,B-,,,,C+,,"8,477"
ETHA,15.63,101,-3.28,-8,,16,C+,,,,C+,,"44,468"
ETHB,26.58,101,-3.52,-58,,50,,,,,C+,,778
ETHD,64.50,101,6.77,-19,,67,C+,,,,C+,,833
ETHO,67.27,101,0.54,40,,74,C+,,,,C+,,3
ETHT,14.51,101,-7.17,-17,,3,D+,,,,C+,,"2,298"
ETHU,21.65,101,-7.12,-33,,4,C,,,,C+,,"7,843"
ETHV,30.21,101,-3.51,-38,,16,C-,,,,C+,,223
ETHW,14.78,101,-3.46,-42,,16,B,,,,C+,,"1,774"
ETRL,7.85,101,-1.26,-68,,5,C+,,,,C+,,4
ETTY,10.77,101,-3.32,-72,,7,D+,,,,C+,,7
ETU,5.73,101,-7.28,29,,4,D,,,,C+,,189
EUAD,42.41,101,-1.35,2,,62,C-,,,,C+,,589
EUDG,36.75,101,-0.49,-76,,59,C-,,,,C+,,8
EUFN,35.27,101,-0.76,-75,,67,C+,,,D,C+,,"2,045"
EUHY,52.51,101,-0.08,-37,,38,E,,,,C+,,25
EUM,19.28,101,1.10,7,,25,B-,,,,C+,,156
EUO,29.73,101,0.92,-58,,62,C,,,,C+,,40
EURL,38.98,101,-1.84,1,,75,C+,,,,C+,,72
EUSA,102.55,101,0.43,13,,59,D+,,,,C+,,39
EUSB,43.50,101,0.18,-72,,50,B-,,,,C+,,69
EVHY,52.08,101,0.06,91,,43,C,,,,C+,,3
EVIM,52.69,101,0.15,-27,,53,C,,,,C+,,33
EVLN,48.34,101,-0.21,226,,38,C-,,,,C+,,72
EVLU,33.44,101,-0.56,-82,,79,C,,,,C+,,6
EVMO,50.37,101,0.10,-32,,50,D-,,,,C+,,89
EVMT,17.87,101,-0.61,-85,,74,D-,,,,C+,,11
EVNT,11.73,101,-0.09,-60,,59,C,,,,C+,,7
EVPF,49.50,101,0.06,-83,,43,,,,,C+,,13
EVSB,50.77,101,0.06,-65,,50,C-,,,C,C+,,82
EVSD,51.00,101,0.08,-26,,43,C-,,,C,C+,,167
EVSM,50.27,101,0.08,-22,,50,E,,,,C+,,89
EVTR,50.91,101,0.24,193,,43,B-,,,,C+,,612
EVUS,32.07,101,0.12,-80,,62,C-,,,,C+,,76
EVX,39.62,101,0.74,-2,,65,B-,,,,C+,,8
EVYM,49.99,101,0.10,-17,,53,C+,,,,C+,,4
EWA,28.10,101,0.04,7,,72,B,,,,C+,,"6,443"
EWC,55.32,101,0.25,-48,,79,B-,,,D,C+,,"3,315"
EWD,49.55,101,0.00,40,,68,B-,,,,C+,,173
EWG,39.90,101,-0.75,34,,35,C-,,,,C+,,"2,592"
EWH,23.16,101,-0.39,-10,,80,B,,,,C+,,"6,426"
EWI,54.31,101,-0.37,-2,,72,B-,,,,C+,,586
EWJ,85.29,101,-1.38,-45,,78,B-,,,D,C+,,"11,612"
EWJV,43.07,101,-1.26,-58,,82,B,,,,C+,,278
EWK,24.82,101,0.45,18,,72,C-,,,,C+,,29
EWL,58.95,101,-0.92,-30,,65,B-,,,,C+,,826
EWM,28.34,101,-1.08,-69,,75,E,,,,C+,,534
EWN,58.11,101,-0.79,-2,,68,B+,,,,C+,,142
EWO,35.75,101,-0.78,-66,,81,C-,,,,C+,,57
EWP,54.86,101,-0.15,-23,,81,C+,,,,C+,,710
EWQ,43.75,101,-0.23,66,,53,B-,,,,C+,,512
EWS,28.29,101,-0.67,-44,,68,D-,,,,C+,,"1,008"
EWT,70.77,101,-1.32,-7,,84,B,,,D,C+,,"7,051"
EWU,46.23,101,-0.26,-27,,77,C+,,,,C+,,"2,477"
EWUS,39.72,101,-1.51,554,,43,C-,,,,C+,,5
EWV,22.04,101,3.09,35,,15,C-,,,,C+,,37
EWW,76.11,101,-0.34,-54,,83,D-,,,,C+,,"2,179"
EWX,66.19,101,-0.26,-28,,62,B-,,,D,C+,,45
EWY,122.87,101,-2.65,-24,,94,B-,,,D,C+,,"23,441"
EWZ,38.35,101,-0.05,-38,,88,C+,,,D,C+,,"42,205"
EWZS,14.79,101,-0.47,-47,,81,B-,,,,C+,,641
EXI,184.39,101,-0.45,62,,77,D-,,,,C+,,55
EXUS,24.37,101,-1.10,-53,,32,C+,,,,C+,,4
EYLD,41.66,101,0.24,-8,,80,E,,,,C+,,78
EZA,68.01,101,-1.18,-70,,81,B-,,,,C+,,422
EZBC,38.75,101,-1.70,-40,,13,C,,,,C+,,264
EZET,15.65,101,-3.63,-12,,16,C,,,,C+,,182
EZJ,55.26,101,-3.14,-79,,86,B-,,,,C+,,16
EZM,67.71,101,0.39,-46,,67,C,,,,C+,,29
EZMO,26.86,101,0.49,-78,,65,E,,,,C+,,9
EZPZ,16.99,101,-2.13,-58,,12,D+,,,,C+,,16
EZRO,25.77,101,0.39,-88,,62,D+,,,,C+,,22
EZU,63.11,101,-0.65,8,,65,B-,,,E,C+,,"2,325"
FAAA,50.01,101,0.10,-1,,50,,,,,C+,,17
FAAR,34.03,101,1.19,35,,88,A+,,,,C+,,40
FAB,94.77,101,0.28,-44,,75,D,,,,C+,,3
FAD,161.51,101,0.33,-44,,70,C-,,,,C+,,12
FAI,37.76,101,-0.03,-35,,67,C+,,,,C+,,9
FALN,26.78,101,0.19,58,,43,D-,,,E,C+,,"1,460"
FAN,24.86,101,0.40,-12,,89,B,,,,C+,,60
FAPR,45.05,101,0.16,-46,,65,A-,,,,C+,,27
FARX,28.51,101,-0.28,16,,72,B-,,,,C+,,1
FAS,119.66,101,0.94,16,,14,E,,,,C+,,966
FAUG,52.12,101,0.12,-66,,62,B,,,,C+,,50
FAZ,50.30,101,-0.53,-19,,81,B-,,,,C+,,"1,124"
FB,42.41,101,-0.19,800,,59,C+,,,,C+,,0
FBCG,50.97,101,0.02,102,,62,E,,,D,C+,,568
FBCV,36.22,101,0.25,-81,,68,D,,,,C+,,53
FBDC,17.00,101,1.55,-1,,21,C,,,,C+,,12
FBL,23.14,101,-1.70,13,,12,C+,,,,C+,,"1,515"
FBND,45.71,101,0.22,-10,,43,D+,,,,C+,,"3,038"
FBOT,33.41,101,-0.98,-31,,72,D-,,,,C+,,23
FBT,202.00,101,-0.25,-86,,74,D-,,,,C+,,230
FBTC,58.36,101,-1.68,-30,,13,C+,,,,C+,,"6,727"
FBUF,30.22,101,0.17,-71,,62,D-,,,,C+,,5
FBY,10.13,101,0.10,61,,13,E,,,,C+,,173
FBYY,13.67,101,0.07,-80,,9,C+,,,,C+,,1
FCA,31.46,101,0.03,-56,,85,C,,,,C+,,64
FCAL,49.09,101,0.14,-79,,50,C-,,,,C+,,19
FCBD,25.38,101,0.24,-44,,50,C-,,,,C+,,5
FCEF,22.64,101,-0.31,-41,,50,E,,,,C+,,19
FCFY,25.50,101,0.35,-75,,43,D+,,,,C+,,0
FCG,31.16,101,1.73,-18,,89,C-,,,,C+,,"1,400"
FCLD,27.80,101,0.65,-40,,50,E,,,,C+,,20
FCLO,49.97,101,-0.02,-10,,50,,,,,C+,,2
FCOM,68.97,101,0.47,-42,,62,E,,,,C+,,165
FCOR,47.30,101,0.25,26,,43,C+,,,,C+,,40
FCPI,49.72,101,0.10,-13,,65,B,,,,C+,,18
FCSH,24.32,101,0.08,-84,,50,C,,,,C+,,1
FCTE,24.94,101,-0.36,-43,,43,C-,,,D,C+,,27
FCTR,35.85,101,0.22,-25,,65,C+,,,,C+,,2
FCUS,36.95,101,0.65,36,,88,A,,,,C+,,28
FCVT,45.34,101,1.09,-87,,78,D,,,,C+,,31
FCXG,13.68,101,-0.01,48,,27,,,,,C+,,16
FDAT,21.60,101,-0.09,-57,,50,C-,,,,C+,,1
FDCF,43.61,101,0.69,56,,38,B+,,,,C+,,9
FDD,17.97,101,-0.28,-35,,78,B-,,,E,C+,,358
FDEC,50.05,101,0.08,-65,,62,A-,,,,C+,,33
FDEM,31.52,101,-1.35,223,,72,E,,,,C+,,140
FDEV,36.00,101,0.06,-32,,74,B,,,,C+,,36
FDFF,31.39,101,0.48,-29,,23,D+,,,,C+,,3
FDG,115.18,101,-0.11,-34,,56,C,,,D,C+,,20
FDHY,48.77,101,0.21,-58,,50,C,,,,C+,,83
FDIF,33.15,101,0.15,-74,,38,D,,,,C+,,7
FDIG,33.07,101,0.55,49,,28,D-,,,,C+,,49
FDIQ,69.38,101,1.37,-73,,82,B,,,,C+,,5
FDIS,92.81,101,-1.31,11,,35,D-,,,,C+,,116
FDIV,26.60,101,-0.37,99,,50,E,,,,C+,,9
FDL,50.36,101,0.24,-6,,81,D,,,E,C+,,"1,248"
FDLO,65.17,101,0.42,1,,53,C,,,,C+,,82
FDLS,37.41,101,0.46,-6,,79,D+,,,,C+,,36
FDM,83.28,101,0.73,-38,,80,C+,,,,C+,,8
FDMO,80.99,101,0.01,-26,,65,B-,,,,C+,,86
FDN,239.04,101,1.33,20,,29,A-,,,,C+,,726
FDND,19.74,101,1.23,-61,,25,B-,,,,C+,,5
FDNI,26.81,101,-1.43,-80,,17,E,,,,C+,,16
FDRR,59.16,101,0.10,138,,65,C,,,,C+,,21
FDRS,20.36,101,-0.39,-78,,20,C+,,,,C+,,34
FDRV,16.59,101,-0.24,-72,,68,E,,,,C+,,8
FDRX,16.92,101,-0.41,-74,,12,C+,,,,C+,,9
FDT,87.64,101,-0.90,-44,,85,B+,,,D,C+,,149
FDTS,64.90,101,-1.28,-69,,85,B-,,,,C+,,4
FDTX,37.77,101,0.40,-33,,50,B,,,,C+,,16
FDV,30.79,101,0.39,23,,72,B-,,,,C+,,111
FDVV,55.60,101,0.36,-6,,59,D-,,,,C+,,"1,119"
FEAC,28.05,101,-0.07,-68,,62,D-,,,,C+,,3
FEAT,17.99,101,-0.50,-65,,9,D,,,,C+,,15
FEBM,30.39,101,-0.03,-51,,56,D+,,,,C+,,12
FEBP,31.48,101,0.13,-69,,62,E,,,,C+,,7
FEBT,37.72,101,0.08,10,,65,C-,,,,C+,,14
FEBW,33.66,101,0.03,6,,59,B-,,,,C+,,25
FEBZ,36.55,101,0.25,-50,,59,B+,,,,C+,,1
FEGE,47.18,101,-0.27,-37,,75,C-,,,,C+,,439
FEIG,40.91,101,0.42,-88,,43,E,,,,C+,,4
FELC,36.55,101,-0.03,-34,,59,B,,,,C+,,"1,301"
FELG,37.82,101,-0.16,-46,,50,E,,,,C+,,830
FELV,35.13,101,0.11,-35,,68,B-,,,D,C+,,239
FEM,30.25,101,-0.17,-32,,82,B,,,,C+,,178
FEMB,28.94,101,0.14,0,,50,E,,,,C+,,167
FEMD,33.49,101,-0.03,-92,,32,A+,,,,C+,,1
FEMR,34.13,101,-0.99,-52,,80,B,,,,C+,,47
FEMS,45.41,101,-0.76,82,,74,E,,,,C+,,27
FENI,37.63,101,-0.76,-12,,75,A-,,,,C+,,"2,158"
FENY,33.04,101,0.73,-29,,90,C-,,,,C+,,"4,880"
FEOE,50.70,101,-0.78,-47,,79,B,,,,C+,,299
FEP,55.20,101,-0.45,-42,,78,B-,,,,C+,,48
FEPI,40.38,101,0.40,-9,,27,E,,,,C+,,191
FESM,38.59,101,0.78,-46,,78,B-,,,D,C+,,722
FETH,20.58,101,-3.56,-50,,16,C,,,,C+,,"5,683"
FEUZ,63.13,101,-0.33,-89,,77,A-,,,,C+,,17
FEX,122.84,101,0.16,-29,,72,C,,,,C+,,19
FEZ,62.45,101,-0.94,-32,,59,B,,,E,C+,,"2,649"
FFDI,30.10,101,-0.69,-57,,59,B-,,,,C+,,3
FFEB,56.25,101,-0.02,-30,,65,C+,,,,C+,,69
FFEM,35.29,101,-0.95,-78,,82,B,,,,C+,,25
FFF,20.89,101,0.29,-73,,19,C+,,,,C+,,1
FFGX,30.82,101,-0.80,39,,68,D-,,,,C+,,6
FFIU,21.88,101,0.64,-54,,38,D+,,,,C+,,1
FFLC,51.85,101,0.08,-40,,65,B-,,,,C+,,89
FFLG,28.30,101,0.28,-37,,65,D-,,,,C+,,100
FFLS,22.01,101,-0.18,32,,32,C-,,,,C+,,6
FFLV,25.02,101,0.01,-94,,70,C+,,,,C+,,6
FFND,29.05,101,-0.03,-50,,59,B-,,,,C+,,9
FFOG,41.55,101,0.10,-60,,34,C-,,,,C+,,44
FFOX,26.71,101,0.72,-65,,50,B+,,,,C+,,25
FFSM,32.40,101,0.22,18,,80,B-,,,D,C+,,169
FFTY,34.29,101,0.85,-47,,62,E,,,,C+,,94
FFUT,57.93,101,1.05,8,,75,D+,,,D,C+,,6
FGD,32.05,101,0.16,39,,79,B-,,,,C+,,327
FGDL,62.20,101,-1.85,-74,,86,D,,,,C+,,93
FGM,60.35,101,-1.45,-59,,68,C-,,,,C+,,21
FGRU,16.06,101,8.22,-39,,12,,,,,C+,,67
FGSI,19.33,101,0.36,-89,,32,D+,,,,C+,,0
FGSM,31.50,101,-0.03,-87,,77,B-,,,,C+,,7
FHDG,33.96,101,0.09,-96,,62,A,,,,C+,,32
FHEQ,29.53,101,-0.14,-48,,53,D,,,D,C+,,135
FHLC,70.54,101,-0.52,-41,,56,E,,,,C+,,188
FHYS,22.97,101,0.04,-39,,43,B,,,,C+,,20
FIAT,26.40,101,1.46,-59,,25,D+,,,,C+,,95
FIAX,17.47,101,0.06,-5,,34,D+,,,,C+,,15
FICS,39.42,101,-0.35,-50,,53,C-,,,,C+,,25
FID,20.99,101,-0.24,-46,,70,C,,,,C+,,37
FIDI,27.84,101,0.32,-35,,80,B-,,,,C+,,111
FIDU,87.68,101,-0.33,-24,,78,C+,,,,C+,,152
FIGB,43.11,101,0.30,-54,,43,C+,,,,C+,,105
FIGG,1.20,101,8.11,-23,,1,E,,,,C+,,"2,979"
FIIG,20.83,101,0.39,-50,,43,C+,,,,C+,,184
FINT,33.04,101,-0.48,-50,,77,D,,,,C+,,3
FINX,22.97,101,0.35,-76,,15,D-,,,,C+,,117
FISR,25.69,101,0.23,-62,,43,C,,,,C+,,124
FITE,89.32,101,2.71,-46,,80,D-,,,,C+,,11
FIVA,35.15,101,-0.59,-40,,79,C,,,,C+,,210
FIVY,23.12,101,-0.52,-79,,11,E,,,,C+,,4
FIW,103.68,101,-0.42,9,,34,D,,,,C+,,56
FIXD,43.74,101,0.23,45,,43,B,,,,C+,,358
FIXP,19.73,101,0.10,-64,,43,B-,,,,C+,,1
FIXT,37.78,101,0.13,-70,,43,C+,,,,C+,,14
FJAN,50.70,101,0.18,-76,,62,B,,,,C+,,92
FJP,73.41,101,-1.83,6,,82,B-,,,,C+,,14
FJUL,55.11,101,0.13,-72,,62,D,,,,C+,,47
FJUN,56.85,101,0.07,-15,,65,D+,,,,C+,,22
FKU,50.97,101,-0.59,-72,,70,B-,,,,C+,,26
FLAG,26.17,101,0.01,-80,,35,C,,,,C+,,0
FLAO,27.26,101,-0.01,56,,43,D+,,,,C+,,1
FLAU,33.45,101,0.39,28,,72,B-,,,,C+,,18
FLAX,30.47,101,-1.20,-41,,77,E,,,,C+,,11
FLBL,22.83,101,-0.17,-33,,34,B-,,,D,C+,,512
FLBR,23.91,101,-0.17,-72,,88,B+,,,,C+,,281
FLCA,49.55,101,0.22,-65,,78,E,,,,C+,,97
FLCB,21.48,101,0.28,133,,50,B-,,,D,C+,,495
FLCC,31.11,101,-0.06,22,,56,C,,,,C+,,34
FLCE,27.55,101,0.07,-81,,56,C-,,,,C+,,9
FLCG,30.20,101,0.03,128,,43,D,,,,C+,,68
FLCH,22.35,101,-0.45,-40,,34,E,,,,C+,,145
FLCO,21.43,101,0.37,-25,,43,B-,,,D,C+,,148
FLCV,31.81,101,0.25,586,,67,D+,,,,C+,,9
FLDB,50.32,101,-0.02,-23,,50,E,,,E,C+,,9
FLDR,50.05,101,0.04,-45,,50,B,,,,C+,,317
FLEE,36.68,101,-0.27,-23,,67,C-,,,,C+,,18
FLEU,32.62,101,-0.70,12,,62,B-,,,,C+,,14
FLGB,35.20,101,-0.34,-38,,75,D-,,,D,C+,,191
FLGR,31.52,101,-0.76,-34,,35,B-,,,,C+,,5
FLGV,20.39,101,0.30,-35,,43,B-,,,D,C+,,194
FLHY,24.11,101,0.25,-36,,43,D-,,,D,C+,,270
FLIA,20.25,101,0.00,10,,50,C+,,,D,C+,,147
FLIN,33.24,101,0.09,-50,,23,D+,,,,C+,,"1,216"
FLJH,40.87,101,-0.73,24,,84,B,,,,C+,,39
FLJJ,31.56,101,0.03,-82,,59,B-,,,,C+,,10
FLJP,36.54,101,-1.32,-30,,77,B,,,D,C+,,"1,629"
FLKR,39.87,101,-2.35,-49,,94,B,,,,C+,,538
FLLA,28.41,101,-0.46,61,,87,C-,,,,C+,,62
FLMB,23.72,101,0.25,-73,,53,B-,,,,C+,,18
FLMI,24.80,101,0.24,5,,53,D+,,,,C+,,716
FLMX,37.27,101,-0.03,18,,84,D,,,,C+,,36
FLN,25.93,101,-0.04,-57,,86,B+,,,,C+,,30
FLOT,50.76,101,0.08,-28,,50,E,,,D,C+,,"1,850"
FLOW,35.81,101,0.59,-78,,68,D,,,,C+,,3
FLQL,68.30,101,-0.20,-33,,67,C-,,,D,C+,,141
FLQM,55.12,101,0.22,198,,50,C-,,,,C+,,143
FLQS,43.18,101,0.30,-69,,59,B-,,,,C+,,14
FLRG,37.10,101,0.22,155,,56,C,,,,C+,,20
FLRN,30.66,101,0.03,8,,50,B-,,,,C+,,"1,029"
FLRT,46.37,101,0.09,-41,,38,D-,,,,C+,,115
FLSA,34.12,101,0.00,-51,,59,C,,,,C+,,4
FLSP,27.36,101,-0.29,-81,,67,B,,,D,C+,,151
FLSW,40.78,101,-0.80,-69,,65,B-,,,,C+,,18
FLTB,50.34,101,0.28,1,,50,C,,,,C+,,45
FLTR,25.38,101,0.00,13,,50,E,,,E,C+,,781
FLTW,67.69,101,-1.58,-88,,86,A-,,,,C+,,381
FLUD,24.96,101,-0.04,-6,,50,C+,,,,C+,,99
FLV,76.65,101,0.12,-76,,65,D-,,,D,C+,,14
FLXN,25.30,101,0.16,56,,50,B,,,,C+,,2
FLXR,39.14,101,0.15,27,,43,B,,,,C+,,403
FLYD,79.84,101,2.06,-40,,56,B+,,,,C+,,3
FLYT,19.95,101,18.96,107,,72,A,,,,C+,,103
FLYU,34.43,101,-2.22,26,,15,E,,,,C+,,3
FMAG,31.96,101,0.19,-23,,35,D-,,,,C+,,31
FMAR,48.82,101,0.12,-58,,68,B+,,,,C+,,67
FMAT,58.33,101,-0.15,-9,,79,B,,,,C+,,57
FMAY,53.16,101,0.09,-66,,65,B-,,,,C+,,14
FMB,50.88,101,0.14,-6,,50,A-,,,,C+,,140
FMDE,36.41,101,0.25,21,,65,C+,,,D,C+,,"1,137"
FMED,24.67,101,-0.08,129,,38,D,,,,C+,,6
FMET,31.67,101,0.03,-11,,30,B,,,,C+,,4
FMF,51.53,101,1.48,22,,74,A+,,,,C+,,25
FMHI,47.79,101,0.13,-19,,50,B,,,,C+,,126
FMKT,20.62,101,-0.02,-36,,34,C+,,,,C+,,6
FMNY,26.55,101,-0.11,57,,50,D,,,,C+,,9
FMQQ,11.23,101,-1.06,110,,19,E,,,,C+,,9
FMTL,34.32,101,-0.84,-77,,89,B,,,,C+,,9
FMTM,35.55,101,0.48,220,,85,B-,,,,C+,,38
FMUB,50.78,101,0.10,9,,53,A-,,,,C+,,35
FMUN,49.84,101,0.18,17,,50,D+,,,,C+,,13
FNCL,70.48,101,0.44,-40,,32,D-,,,,C+,,139
FNDA,32.78,101,0.46,27,,74,C,,,,C+,,743
FNDB,27.32,101,0.22,-13,,72,B-,,,,C+,,161
FNDC,46.71,101,-0.66,-40,,75,B-,,,D,C+,,166
FNDE,38.15,101,0.03,-24,,75,B-,,,D,C+,,"1,408"
FNDF,49.22,101,-0.53,-34,,82,C-,,,D,C+,,"1,996"
FNDX,27.98,101,0.25,-17,,72,C,,,,C+,,"7,079"
FNGD,69.76,101,-0.95,-64,,99,A+,,,,C+,,"1,355"
FNGG,159.37,101,0.94,4,,21,D-,,,,C+,,11
FNGO,90.75,101,1.02,-8,,27,B-,,,,C+,,11
FNGS,60.94,101,0.18,-20,,35,C+,,,,C+,,57
FNGU,16.55,101,1.47,0,,18,C+,,,,C+,,"6,887"
FNK,57.22,101,0.18,-62,,68,D-,,,,C+,,7
FNOV,53.78,101,0.15,-20,,62,D+,,,,C+,,19
FNX,129.30,101,0.25,-24,,72,B+,,,,C+,,34
FNY,91.92,101,0.42,-30,,70,C+,,,,C+,,26
FOCT,48.04,101,0.19,-58,,62,C,,,,C+,,24
FOPC,25.46,101,0.24,16,,50,B+,,,,C+,,3
FORH,24.73,101,0.73,-83,,62,B,,,,C+,,0
FOWF,33.08,101,0.43,-49,,78,E,,,,C+,,5
FOXY,29.39,101,-1.74,-63,,72,B,,,,C+,,60
FPA,43.34,101,-1.19,10,,86,C+,,,,C+,,16
FPAG,36.38,101,-0.47,-42,,78,A-,,,,C+,,127
FPE,17.84,101,0.11,9,,43,B,,,,C+,,"1,546"
FPEI,19.04,101,-0.10,10,,50,C-,,,,C+,,468
FPFD,21.54,101,0.19,-58,,43,C-,,,,C+,,24
FPRO,23.30,101,1.48,-41,,62,B-,,,,C+,,3
FPWR,37.58,101,0.48,-55,,81,B-,,,,C+,,5
FPX,163.05,101,1.05,57,,77,C-,,,,C+,,29
FPXE,31.74,101,-0.69,-92,,67,B,,,,C+,,1
FPXI,62.57,101,-1.39,-65,,77,A-,,,,C+,,10
FQAL,73.06,101,0.10,62,,56,C-,,,,C+,,83
FRDM,55.13,101,-1.27,-56,,87,B-,,,,C+,,583
FRDU,24.42,101,-1.69,-70,,22,C+,,,,C+,,2
FREL,27.39,101,1.44,-9,,53,B-,,,,C+,,320
FRGN,27.01,101,-1.06,-77,,67,B+,,,,C+,,4
FRI,28.89,101,0.94,-55,,67,B-,,,,C+,,25
FRNW,22.99,101,-0.95,-23,,88,B+,,,,C+,,49
FRTY,19.66,101,0.77,-80,,50,B-,,,,C+,,41
FRWD,23.16,101,0.22,-62,,29,C+,,,,C+,,51
FSCC,30.13,101,0.63,-66,,74,B-,,,,C+,,54
FSCS,35.25,101,-0.11,4,,38,C-,,,,C+,,4
FSEC,44.00,101,0.18,-62,,50,C,,,,C+,,180
FSEP,50.56,101,0.08,-47,,59,D,,,,C+,,39
FSGS,29.55,101,0.27,-53,,50,C+,,,,C+,,1
FSIG,18.97,101,0.21,-19,,43,C-,,,,C+,,358
FSMB,19.99,101,0.05,-56,,50,A,,,,C+,,158
FSMD,45.40,101,0.40,41,,68,C+,,,,C+,,161
FSML,24.93,101,-0.12,-99,,50,B-,,,,C+,,19
FSOL,9.31,101,-5.96,-9,,8,C-,,,,C+,,358
FSTA,52.40,101,0.58,-7,,62,D-,,,,C+,,226
FSYD,48.07,101,0.23,-11,,50,D-,,,,C+,,23
FSZ,79.39,101,-0.65,-82,,62,D-,,,,C+,,2
FTA,92.30,101,0.24,-25,,78,B-,,,,C+,,41
FTAG,29.61,101,0.00,-61,,80,B-,,,,C+,,9
FTBD,49.23,101,0.02,-50,,50,E,,,,C+,,5
FTBI,20.95,101,0.05,-86,,50,D-,,,,C+,,4
